`courseid`	`course`	`coursename`	`credit`	`required`	`description`
`055972`	`PHED147`	`Soccer (Indoor)`	`1.5`	``	`This course will emphasize the basic skills of indoor soccer, including trapping, passing, shooting, one-on-one matchups, goaltending and use of the sideboards. This course will emphasize rules, conditioning and team play. (Winter only)`
`055975`	`PHED149`	`Fundamentals of Sailing`	`1.5`	``	`This course will teach the novice sailor to rig, get under way and sail a daysailer. Sailing takes place on the Patapsco River. (Summer only). This course is repeatable for credit.`
`055982`	`PHED153`	`Scuba`	`1.5`	``	`This course is available to those interested in obtaining the PDIC open-water scuba certification. The course will follow the national training system outline. Students may be responsible for providing their own personal gear, the instructor will provide tanks, weight belt, regulator and BC. An open-water dive will be required for certification. There is an additional fee for this course. (This course is six weeks in length). This course is repeatable for credit.`
`055984`	`PHED154`	`Bowling`	`1.5`	``	`This course is repeatable for credit.`
`055985`	`PHED155`	`Yoga`	`1.5`	``	`Ashtanga Vinyasa "power" Yoga is accompanied by a powerful breathing technique called Ujjayi that calms and centers the mind while building heat in the body, strengthens the respiratory and skeletal muscles and increases VO 2 Max. The primary series is considered therapeutic and lays the foundation for more advanced postures and series, and protects against injuries. (Summer and Winter only). This course is repeatable for credit.`
`055986`	`PHED156`	`Billiards/Table Tennis`	`1.5`	``	`This course provides instruction in the basic techniques and strategies of billiards. Students will be exposed to a variety of games including straight billiards, nine ball and tournament play. (Summer and Winter only). This course is repeatable for credit.`
`055987`	`PHED156W`	`Billiards/Table Tennis`	`1.5`	``	`This course is repeatable for credit.`
`055988`	`PHED157`	`Advanced Open Water Scuba`	`1.5`	``	`This course will provide instruction in navigation, boat diving techniques, limited visibility diving, deep diving techniques and night diving skills. This course culminates with an open-water test for PDIC certification. There is an additional fee for this course. (This course is six weeks in length.) Recommended Preparation: PHED 153 or equivalent.`
`055991`	`PHED160`	`Racquetball`	`1.5`	``	`This class will cover basic racquetball skills. Students will be exposed to a variety of competitive methods of play. Class will be held at Merritt Racquet Club. There is an additional fee for this course. This course is repeatable for credit.`
`055992`	`PHED161`	`Ice Skating`	`1.5`	``	`This class will cover the basics of ice skating techniques. The course will include group and individual instruction. There will be a nominal fee for ice time and skate rental. Transportation to the rink may be available. There is an additional fee for this course. (Winter only.)`
`055993`	`PHED162`	`Pom & Drill`	`1.5`	``	`This course will emphasize the many techniques and skills needed to perform as dance squad. It will emphasize team dance routines. There will be additional sessions, as well as performances during varsity athletic events. (Tryouts will be conducted at the beginning of the course.)`
`055994`	`PHED163`	`Track & Field`	`1.5`	``	`This course will emphasize the basic skills of track and field. Content will include training principles of sprinting and distance running. It will also introduce students to a variety of skills and techniques associated with running and field events.`
`055995`	`PHED164`	`Waterpolo`	`1.5`	``	`This course will emphasize the basic skills of water polo, including passing, shooting, goal tending and one-on-one match-ups. Team strategies will include a variety of team offenses and defenses. There will be a strong emphasis on conditioning and rules of the game. This course is repeatable for credit.`
`055996`	`PHED165`	`Tumbling`	`1.5`	``	`This course is repeatable for credit.`
`055997`	`PHED170`	`Touch Football`	`1.5`	``	`This course is designed for students to learn the basic principles, rules and skills of touch football. Class is non contact and eight weeks in length. This course is repeatable for credit.`
`055998`	`PHED171`	`Field Hockey`	`1.5`	``	`This course is designed for students to learn the basic principles, rules and skills of field hockey. This course is repeatable for credit.`
`102337`	`PHED172`	`Ultimate Frisbee`	`1.5`	``	`This course is 1.5 credit hours. It is designed to teach individual throwing, catching and defending, as well as team play in the sport of ultimate Frisbee. Students will learn the rules of the game, how to self-officiate, movement<br />patterns and defending strategies. This course is repeatable for a maximum of 3 credits or 2 attempts.`
`055999`	`PHED175`	`ROTC Training`	`1.5`	`You must have Junior or Senior standing in the ROTC program at UMBC to take this course.`	`This course is designed for UMBC ROTC cadets who are in their junior or senior year participating in the Advanced Course. Rigorous physical training is required during this course. The course is designed to help the ROTC students meet the fitness requirement for commissioning as officers into the Armed Forces as well as instilling in each cadet an appreciation for a healthy lifestyle and lifetime fitness. This course is repeatable for a maximum of 3 credits or 2 attempts.`
